Prenda;Temporada;ColorPrenda;Id
Pantalón;Primavera;C;35
Falda;Primavera;C;88
Blusa;Invierno;C;53
Falda;Verano;B;100
Camisa;Verano;B;105
Chaqueta;Otoño;C;185
Pantalón;Invierno;C;61
Chaqueta;Invierno;B;97
Chaqueta;Verano;C;152
Chaqueta;Verano;B;169
Chaqueta;Otoño;B;12
Pantalón;Otoño;B;39
Chaqueta;Otoño;B;74
Pantalón;Primavera;B;107
Falda;Invierno;C;87
Blusa;Verano;C;96
Blusa;Verano;B;162
Chaqueta;Otoño;C;95
Chaqueta;Invierno;C;9
Pantalón;Otoño;C;120
Falda;Otoño;B;2
Blusa;Primavera;B;141
Pantalón;Primavera;B;189
Falda;Primavera;B;77
Camisa;Invierno;B;147
Pantalón;Otoño;B;32
Camisa;Primavera;B;57
Falda;Verano;B;141
Camisa;Verano;A;185
Camisa;Invierno;A;52
Camisa;Invierno;C;94
Falda;Invierno;A;119
Blusa;Verano;A;28
Camisa;Primavera;B;146
Camisa;Verano;A;68
Blusa;Primavera;B;127
Chaqueta;Otoño;C;189
Pantalón;Verano;B;24
Camisa;Verano;C;49
Camisa;Primavera;C;22
Camisa;Primavera;C;194
Falda;Verano;C;183
Camisa;Verano;C;106
Chaqueta;Otoño;C;172
Blusa;Primavera;C;98
Camisa;Primavera;B;192
Camisa;Primavera;A;125
Falda;Verano;C;167
Blusa;Invierno;B;108
Falda;Verano;B;88
Pantalón;Primavera;A;165
Blusa;Invierno;B;33
Chaqueta;Invierno;C;155
Falda;Verano;A;151
Blusa;Invierno;A;48
Pantalón;Primavera;B;114
Blusa;Primavera;A;135
Falda;Primavera;B;1
Chaqueta;Verano;B;162
Pantalón;Otoño;B;181
Blusa;Primavera;C;86
Blusa;Primavera;B;189
Chaqueta;Otoño;C;70
Falda;Primavera;B;187
Blusa;Otoño;B;70
Camisa;Invierno;C;102
Falda;Invierno;A;13
Camisa;Verano;B;184
Blusa;Primavera;B;195
Pantalón;Primavera;A;87
Chaqueta;Primavera;C;140
Pantalón;Verano;C;128
Camisa;Otoño;B;118
Falda;Primavera;A;161
Falda;Verano;A;133
Pantalón;Verano;C;59
Camisa;Primavera;C;24
Blusa;Verano;C;58
Blusa;Invierno;C;134
Camisa;Primavera;A;8
Pantalón;Verano;A;93
Pantalón;Primavera;B;62
Pantalón;Invierno;C;140
Pantalón;Verano;B;56
Falda;Otoño;C;23
Falda;Otoño;A;101
Chaqueta;Primavera;A;79
Blusa;Verano;C;25
Pantalón;Primavera;B;135
Falda;Verano;A;185
Blusa;Otoño;C;122
Chaqueta;Primavera;A;199
Blusa;Verano;B;41
Blusa;Primavera;C;112
Pantalón;Otoño;C;6
Camisa;Primavera;C;149
Camisa;Otoño;B;187
Camisa;Otoño;A;149
Blusa;Invierno;B;148
Blusa;Otoño;C;129
Camisa;Primavera;C;13
Camisa;Invierno;C;179
Blusa;Invierno;B;124
Chaqueta;Primavera;A;46
Chaqueta;Primavera;C;21
Blusa;Verano;A;162
Falda;Otoño;C;129
Blusa;Invierno;C;127
Camisa;Primavera;A;148
Falda;Invierno;C;29
Camisa;Otoño;B;186
Falda;Verano;C;56
Chaqueta;Verano;C;72
Camisa;Otoño;A;96
Pantalón;Primavera;C;54
Pantalón;Primavera;B;91
Pantalón;Invierno;C;137
Camisa;Verano;C;193
Blusa;Otoño;A;164
Chaqueta;Primavera;B;195
Chaqueta;Verano;C;24
Camisa;Otoño;C;28
Camisa;Otoño;B;57
Pantalón;Otoño;A;168
Falda;Primavera;C;79
Chaqueta;Verano;B;96
Blusa;Primavera;C;59
Blusa;Verano;C;181
Blusa;Otoño;B;106
Pantalón;Primavera;B;79
Pantalón;Otoño;C;41
Chaqueta;Otoño;C;188
Blusa;Verano;B;145
Falda;Primavera;B;84
Pantalón;Verano;B;188
Chaqueta;Verano;B;129
Pantalón;Invierno;C;77
Camisa;Otoño;B;26
Blusa;Otoño;A;197
Blusa;Primavera;C;190
Pantalón;Invierno;C;25
Camisa;Invierno;B;63
Falda;Primavera;B;153
Chaqueta;Otoño;C;117
Camisa;Primavera;A;173
Camisa;Verano;C;164
Chaqueta;Verano;A;144
Camisa;Verano;C;2
Blusa;Otoño;C;149
Chaqueta;Otoño;C;22
Pantalón;Verano;A;167
Falda;Invierno;B;7
Camisa;Otoño;C;96
Camisa;Invierno;A;137
Camisa;Primavera;B;101
Camisa;Invierno;B;199
Falda;Verano;A;7
Chaqueta;Invierno;C;94
Falda;Primavera;C;68
Blusa;Primavera;B;161
Camisa;Primavera;C;21
Falda;Verano;A;114
Blusa;Primavera;C;115
Pantalón;Verano;A;32
Pantalón;Primavera;B;168
Chaqueta;Verano;A;181
Chaqueta;Otoño;A;194
Falda;Invierno;A;170
Blusa;Otoño;B;143
Pantalón;Verano;B;182
Falda;Otoño;B;138
Pantalón;Verano;B;198
Chaqueta;Otoño;A;88
Blusa;Invierno;A;86
Camisa;Invierno;A;173
Pantalón;Primavera;B;139
Camisa;Invierno;A;98
Chaqueta;Otoño;A;132
Blusa;Otoño;B;10
Camisa;Otoño;C;78
Pantalón;Primavera;A;125
Blusa;Invierno;A;138
Blusa;Primavera;C;18
Pantalón;Otoño;C;67
Falda;Invierno;C;56
Falda;Invierno;A;34
Blusa;Otoño;A;190
Falda;Primavera;B;58
Falda;Invierno;C;196
Camisa;Otoño;A;19
Chaqueta;Verano;C;93
Chaqueta;Primavera;B;134
Camisa;Primavera;C;10
Chaqueta;Verano;A;55
Camisa;Primavera;A;163
Chaqueta;Verano;B;89
Chaqueta;Otoño;C;20
Pantalón;Otoño;B;118
Chaqueta;Otoño;B;168
Camisa;Invierno;B;100
Pantalón;Verano;A;34
Falda;Verano;B;165
Camisa;Verano;A;151
Chaqueta;Verano;B;71
Pantalón;Otoño;C;27
Pantalón;Otoño;B;36
Chaqueta;Primavera;B;5
Camisa;Verano;B;7
Chaqueta;Otoño;C;81
Falda;Primavera;A;41
Pantalón;Primavera;A;120
Chaqueta;Invierno;C;45
Falda;Verano;C;74
Pantalón;Verano;A;102
Chaqueta;Invierno;B;34
Pantalón;Otoño;A;111
Pantalón;Primavera;A;197
Chaqueta;Invierno;A;166
Blusa;Otoño;A;36
Falda;Primavera;B;167
Pantalón;Primavera;B;112
Blusa;Primavera;C;56
Falda;Verano;C;86
Chaqueta;Invierno;A;105
Pantalón;Otoño;B;119
Chaqueta;Primavera;B;91
Pantalón;Invierno;C;99
Falda;Primavera;A;138
Falda;Otoño;C;173
Camisa;Verano;A;13
Pantalón;Invierno;C;75
Falda;Otoño;A;92
Blusa;Otoño;A;110
Blusa;Invierno;A;33
Chaqueta;Primavera;B;102
Pantalón;Verano;A;33
Pantalón;Invierno;A;186
Camisa;Verano;B;113
Chaqueta;Verano;B;151
Falda;Primavera;A;108
Chaqueta;Verano;A;133
Camisa;Otoño;A;80
Blusa;Invierno;A;142
Pantalón;Otoño;A;128
Camisa;Otoño;B;53
Blusa;Primavera;B;32
Camisa;Otoño;C;9
Blusa;Verano;C;79
Camisa;Invierno;C;112
Blusa;Verano;A;62
Camisa;Otoño;B;25
Pantalón;Invierno;B;15
Blusa;Invierno;C;162
Camisa;Invierno;C;111
Camisa;Invierno;C;72
Chaqueta;Primavera;C;12
Pantalón;Invierno;C;50
Camisa;Verano;A;91
Falda;Primavera;B;169
Camisa;Verano;A;2
Pantalón;Invierno;B;118
Blusa;Primavera;B;10
Camisa;Primavera;B;104
Chaqueta;Invierno;B;135
Chaqueta;Verano;A;33
Pantalón;Primavera;A;1
Chaqueta;Verano;B;161
Blusa;Primavera;C;124
Chaqueta;Otoño;A;194
Blusa;Verano;B;195
Falda;Otoño;B;139
Camisa;Otoño;C;97
Blusa;Invierno;A;97
Falda;Invierno;C;178
Chaqueta;Otoño;C;15
Blusa;Otoño;B;141
Blusa;Invierno;C;186
Chaqueta;Otoño;A;77
Camisa;Primavera;C;104
Camisa;Otoño;A;183
Chaqueta;Invierno;A;141
Pantalón;Primavera;B;158
Camisa;Verano;B;194
Blusa;Verano;B;117
Pantalón;Otoño;A;189
Camisa;Invierno;C;200
Chaqueta;Otoño;B;22
Pantalón;Verano;A;17
Blusa;Primavera;B;110
Blusa;Invierno;B;43
Blusa;Invierno;A;54
Pantalón;Primavera;C;79
Chaqueta;Verano;B;28
Falda;Primavera;C;157
Pantalón;Verano;A;68
Blusa;Primavera;B;124
Falda;Verano;B;69
Pantalón;Invierno;A;52
Pantalón;Primavera;B;197
Camisa;Otoño;C;100
Chaqueta;Verano;B;174
Camisa;Invierno;C;60
Pantalón;Otoño;B;44
Camisa;Verano;B;68
Falda;Verano;C;183
Chaqueta;Otoño;B;171
Pantalón;Primavera;A;49
Camisa;Invierno;C;104
Blusa;Otoño;B;66
Camisa;Invierno;C;76
Blusa;Primavera;A;81
Blusa;Invierno;B;148
Blusa;Primavera;C;94
Chaqueta;Invierno;C;19
Camisa;Otoño;C;151
Camisa;Otoño;B;26
Chaqueta;Invierno;C;52
Chaqueta;Verano;B;105
Chaqueta;Otoño;B;94
Falda;Invierno;B;56
Chaqueta;Verano;C;162
Falda;Verano;C;110
Chaqueta;Otoño;B;67
Pantalón;Invierno;B;181
Chaqueta;Primavera;C;110
Pantalón;Primavera;A;20
Blusa;Primavera;C;5
Blusa;Verano;C;187
Pantalón;Verano;A;96
Chaqueta;Otoño;C;51
Pantalón;Primavera;B;39
Camisa;Primavera;B;140
Pantalón;Otoño;C;55
Falda;Invierno;A;101
Falda;Otoño;A;32
Chaqueta;Invierno;A;71
Camisa;Otoño;A;132
Camisa;Primavera;A;10
Falda;Verano;B;178
Chaqueta;Invierno;A;81
Chaqueta;Primavera;C;182
Chaqueta;Verano;C;57
Falda;Otoño;A;199
Blusa;Otoño;B;29
Pantalón;Primavera;B;74
Camisa;Invierno;C;199
Falda;Otoño;C;165
Falda;Verano;C;98
Blusa;Invierno;B;112
Camisa;Primavera;C;79
Camisa;Invierno;B;69
Camisa;Primavera;B;126
Camisa;Verano;C;92
Blusa;Invierno;B;188
Falda;Invierno;B;184
Blusa;Invierno;C;198
Chaqueta;Otoño;B;110
Falda;Primavera;A;191
Blusa;Invierno;B;5
Falda;Verano;A;39
Pantalón;Verano;C;184
Blusa;Verano;A;131
Falda;Otoño;A;186
Chaqueta;Invierno;C;199
Camisa;Verano;B;48
Chaqueta;Primavera;B;160
Pantalón;Invierno;A;96
Falda;Verano;B;173
Camisa;Verano;C;19
Camisa;Primavera;B;63
Chaqueta;Invierno;A;143
Chaqueta;Verano;A;128
Pantalón;Otoño;A;196
Camisa;Invierno;B;193
Camisa;Primavera;C;144
Falda;Otoño;A;190
Camisa;Verano;A;63
Camisa;Invierno;A;179
Camisa;Verano;B;174
Camisa;Otoño;A;171
Blusa;Verano;B;157
Falda;Otoño;A;11
Camisa;Invierno;A;135
Falda;Otoño;C;21
Blusa;Primavera;C;83
Falda;Invierno;C;37
Blusa;Primavera;A;99
Falda;Otoño;A;50
Pantalón;Invierno;A;5
Pantalón;Otoño;B;76
Falda;Invierno;B;10
Chaqueta;Verano;B;38
Falda;Verano;B;148
Camisa;Otoño;B;102
Chaqueta;Verano;B;37
Blusa;Otoño;C;43
Camisa;Invierno;B;80
Blusa;Invierno;A;191
Chaqueta;Verano;A;59
Blusa;Otoño;B;190
Blusa;Invierno;A;154
Falda;Verano;A;119
Falda;Otoño;B;168
Pantalón;Verano;C;156
Pantalón;Verano;A;162
Camisa;Primavera;B;99
Blusa;Verano;A;112
Blusa;Verano;C;8
Chaqueta;Verano;B;137
Blusa;Primavera;C;119
Blusa;Invierno;A;164
Blusa;Primavera;C;45
Blusa;Verano;A;54
Blusa;Otoño;C;80
Pantalón;Otoño;A;170
Pantalón;Invierno;A;8
Chaqueta;Verano;A;152
Camisa;Primavera;A;30
Falda;Otoño;A;16
Pantalón;Invierno;C;64
Chaqueta;Invierno;A;44
Pantalón;Otoño;B;24
Blusa;Primavera;B;171
Chaqueta;Primavera;B;167
Camisa;Primavera;A;51
Pantalón;Primavera;B;76
Camisa;Invierno;C;180
Blusa;Invierno;A;72
Chaqueta;Invierno;A;56
Chaqueta;Invierno;C;3
Chaqueta;Invierno;A;124
Chaqueta;Verano;B;40
Pantalón;Verano;A;19
Chaqueta;Otoño;A;124
Blusa;Otoño;A;41
Chaqueta;Otoño;B;109
Camisa;Primavera;A;157
Camisa;Primavera;A;191
Pantalón;Primavera;B;35
Chaqueta;Invierno;C;103
Blusa;Invierno;C;14
Chaqueta;Primavera;B;200
Chaqueta;Otoño;C;21
Chaqueta;Otoño;A;15
Falda;Invierno;C;111
Falda;Otoño;A;3
Falda;Verano;C;137
Pantalón;Primavera;C;140
Camisa;Otoño;B;196
Camisa;Otoño;C;149
Blusa;Primavera;A;59
Falda;Invierno;A;101
Camisa;Verano;C;186
Pantalón;Primavera;A;192
Blusa;Otoño;C;65
Falda;Invierno;C;144
Chaqueta;Primavera;A;179
Pantalón;Verano;A;135
Camisa;Invierno;A;21
Blusa;Primavera;B;61
Camisa;Verano;C;145
Pantalón;Invierno;B;159
Blusa;Otoño;B;40
Camisa;Otoño;B;122
Falda;Verano;B;51
Camisa;Verano;B;105
Falda;Primavera;A;29
Pantalón;Primavera;B;90
Pantalón;Verano;B;168
Pantalón;Primavera;B;140
Blusa;Verano;B;72
Chaqueta;Invierno;C;59
Blusa;Verano;C;54
Blusa;Verano;B;110
Camisa;Verano;B;183
Camisa;Verano;C;74
Falda;Primavera;A;73
Falda;Otoño;B;50
Chaqueta;Invierno;C;93
Pantalón;Primavera;C;71
Falda;Invierno;C;142
Falda;Primavera;A;130
Camisa;Invierno;C;139
Chaqueta;Otoño;C;7
Chaqueta;Primavera;A;141
Camisa;Verano;A;163
Camisa;Otoño;B;98
Chaqueta;Primavera;B;167
Chaqueta;Primavera;B;33
Chaqueta;Invierno;C;38
Pantalón;Verano;B;89
Chaqueta;Invierno;B;15
Pantalón;Otoño;C;3
Pantalón;Primavera;B;181
Chaqueta;Invierno;C;176
Blusa;Otoño;C;197
Falda;Primavera;A;122
Pantalón;Otoño;A;148
Pantalón;Invierno;C;66
Pantalón;Otoño;A;197
Camisa;Verano;B;187
Falda;Verano;C;111
Blusa;Otoño;B;183
Pantalón;Primavera;B;93
Blusa;Verano;A;140
Chaqueta;Invierno;C;110
Blusa;Primavera;C;37
Falda;Primavera;C;21
Camisa;Invierno;C;22
Falda;Primavera;C;160
Falda;Otoño;A;102
Pantalón;Verano;B;186
Falda;Primavera;C;145
Blusa;Verano;A;197
Blusa;Invierno;B;44
Blusa;Otoño;A;64
Camisa;Verano;A;45
Pantalón;Otoño;A;88
Chaqueta;Verano;B;48
Camisa;Verano;B;28
Falda;Primavera;C;31
Falda;Primavera;B;93
Chaqueta;Invierno;B;87
Chaqueta;Otoño;A;138
Falda;Invierno;B;162
Falda;Verano;C;150
Camisa;Verano;A;22
Camisa;Invierno;A;20
Falda;Verano;C;94
Chaqueta;Primavera;C;155
Chaqueta;Otoño;B;42
Camisa;Invierno;C;26
Pantalón;Otoño;C;24
Chaqueta;Otoño;C;194
Falda;Primavera;A;200
Camisa;Otoño;B;143
Camisa;Verano;A;56
Chaqueta;Invierno;A;68
Camisa;Invierno;A;123
Camisa;Otoño;C;36
Blusa;Invierno;A;43
Pantalón;Invierno;B;163
Blusa;Invierno;A;98
Camisa;Invierno;C;32
Pantalón;Invierno;B;90
Chaqueta;Otoño;B;53
Chaqueta;Otoño;A;175
Blusa;Verano;A;148
Falda;Invierno;B;8
Blusa;Verano;B;174
Pantalón;Primavera;C;167
Chaqueta;Otoño;B;180
Pantalón;Invierno;B;10
Falda;Verano;B;200
Blusa;Invierno;B;110
Chaqueta;Verano;B;30
Chaqueta;Verano;A;173
Blusa;Otoño;B;158
Falda;Verano;A;108
Chaqueta;Otoño;B;36
Pantalón;Verano;C;106
Chaqueta;Primavera;B;198
Blusa;Verano;B;149
Camisa;Primavera;A;137
Camisa;Otoño;A;39
Blusa;Otoño;B;72
Falda;Otoño;C;145
Pantalón;Invierno;A;184
Pantalón;Verano;B;64
Chaqueta;Invierno;B;144
Camisa;Primavera;A;10
Falda;Invierno;C;25
Falda;Otoño;B;1
Blusa;Verano;C;89
Camisa;Verano;A;11
Falda;Invierno;C;139
Pantalón;Otoño;B;97
Blusa;Invierno;C;17
Falda;Verano;A;53
Falda;Verano;A;78
Chaqueta;Otoño;B;91
Falda;Verano;B;139
Blusa;Primavera;A;58
Blusa;Verano;B;18
Falda;Otoño;C;123
Falda;Verano;B;93
Chaqueta;Otoño;C;38
Pantalón;Otoño;A;127
Falda;Invierno;A;98
Blusa;Verano;B;174
Falda;Invierno;C;110
Blusa;Otoño;B;1
Camisa;Primavera;A;146
Blusa;Otoño;A;52
Pantalón;Invierno;C;134
Chaqueta;Primavera;B;10
Camisa;Otoño;A;147
Pantalón;Primavera;C;153
Pantalón;Primavera;B;80
Blusa;Invierno;C;186
Pantalón;Otoño;B;191
Blusa;Verano;A;150
Chaqueta;Primavera;A;95
Chaqueta;Invierno;A;8
Falda;Invierno;B;165
Chaqueta;Invierno;C;162
Blusa;Verano;B;88
Pantalón;Otoño;C;39
Camisa;Invierno;B;188
Camisa;Otoño;B;108
Blusa;Verano;C;194
Chaqueta;Primavera;A;69
Chaqueta;Verano;A;137
Falda;Primavera;A;59
Chaqueta;Otoño;B;38
Chaqueta;Otoño;B;17
Falda;Primavera;B;150
Pantalón;Verano;A;157
Falda;Primavera;A;85
Chaqueta;Primavera;A;65
Pantalón;Verano;C;159
Chaqueta;Primavera;C;176
Chaqueta;Verano;A;57
Pantalón;Verano;C;161
Chaqueta;Invierno;B;124
Chaqueta;Verano;A;90
Pantalón;Primavera;B;57
Camisa;Invierno;B;135
Blusa;Primavera;A;108
Pantalón;Invierno;B;69
Falda;Otoño;A;176
Pantalón;Invierno;B;182
Falda;Verano;C;183
Blusa;Verano;B;158
Pantalón;Primavera;B;83
Chaqueta;Otoño;A;167
Camisa;Otoño;C;12
Falda;Primavera;C;168
Blusa;Verano;B;28
Falda;Verano;B;45
Chaqueta;Verano;C;69
Pantalón;Otoño;A;3
Blusa;Primavera;B;167
Pantalón;Primavera;C;149
Blusa;Verano;A;100
Pantalón;Otoño;B;28
Chaqueta;Invierno;B;30
Pantalón;Verano;B;166
Camisa;Verano;C;33
Blusa;Otoño;C;47
Falda;Invierno;B;25
Chaqueta;Invierno;C;91
Blusa;Otoño;B;3
Falda;Invierno;A;11
Camisa;Invierno;B;27
Pantalón;Primavera;C;12
Chaqueta;Otoño;C;150
Falda;Otoño;A;169
Blusa;Invierno;A;61
Pantalón;Verano;B;167
Falda;Invierno;B;106
Camisa;Verano;B;195
Falda;Otoño;A;159
Pantalón;Otoño;A;41
Camisa;Verano;B;34
Camisa;Invierno;A;200
Blusa;Otoño;B;77
Chaqueta;Invierno;A;102
Blusa;Invierno;C;28
Blusa;Verano;A;47
Camisa;Primavera;B;94
Falda;Verano;C;172
Chaqueta;Invierno;B;107
Pantalón;Primavera;C;67
Chaqueta;Otoño;A;23
Camisa;Primavera;A;98
Chaqueta;Otoño;B;66
Chaqueta;Invierno;C;111
Falda;Primavera;A;184
Blusa;Invierno;C;21
Pantalón;Otoño;B;144
Blusa;Verano;B;48
Camisa;Otoño;B;185
Falda;Primavera;A;151
Chaqueta;Invierno;C;119
Camisa;Verano;A;156
Falda;Invierno;A;174
Pantalón;Invierno;C;199
Camisa;Invierno;A;65
Blusa;Otoño;A;44
Falda;Primavera;B;44
Blusa;Invierno;A;41
Camisa;Verano;A;104
Pantalón;Primavera;A;118
Blusa;Invierno;B;119
Falda;Otoño;A;178
Chaqueta;Verano;A;63
Camisa;Invierno;A;34
Camisa;Otoño;B;176
Camisa;Invierno;A;108
Blusa;Primavera;C;120
Chaqueta;Verano;C;167
Camisa;Otoño;C;144
Pantalón;Verano;C;130
Camisa;Otoño;B;38
Chaqueta;Invierno;A;198
Falda;Primavera;B;95
Chaqueta;Primavera;B;138
Chaqueta;Invierno;A;43
Chaqueta;Otoño;A;70
Blusa;Primavera;B;91
Pantalón;Verano;A;89
Blusa;Otoño;C;77
Falda;Primavera;C;123
Camisa;Invierno;B;155
Chaqueta;Otoño;A;129
Camisa;Primavera;A;53
Blusa;Invierno;C;58
Blusa;Primavera;C;117
Blusa;Invierno;C;162
Camisa;Primavera;C;11
Falda;Verano;B;130
Pantalón;Verano;B;137
Falda;Verano;B;182
Pantalón;Invierno;B;22
Falda;Invierno;A;165
Chaqueta;Otoño;C;34
Falda;Primavera;A;7
Pantalón;Otoño;C;110
Chaqueta;Primavera;B;126
Chaqueta;Verano;A;4
Falda;Verano;A;33
Blusa;Invierno;B;142
Falda;Otoño;B;48
Pantalón;Primavera;B;113
Falda;Primavera;B;181
Falda;Verano;B;149
Blusa;Primavera;A;12
Blusa;Invierno;B;198
Blusa;Invierno;B;77
Chaqueta;Otoño;B;74
Chaqueta;Verano;C;91
Pantalón;Otoño;B;106
Chaqueta;Invierno;A;111
Camisa;Verano;C;196
Chaqueta;Verano;B;95
Blusa;Verano;A;54
Falda;Verano;B;36
Chaqueta;Invierno;C;124
Blusa;Primavera;A;186
Blusa;Primavera;B;1
Chaqueta;Invierno;B;118
Chaqueta;Invierno;C;66
Falda;Verano;B;81
Pantalón;Primavera;C;54
Pantalón;Otoño;A;138
Camisa;Primavera;C;142
Camisa;Otoño;C;192
Pantalón;Invierno;B;144
Chaqueta;Otoño;C;160
Pantalón;Otoño;B;99
Blusa;Verano;C;21
Falda;Verano;B;84
Falda;Invierno;C;199
Camisa;Invierno;A;98
Camisa;Otoño;B;4
Camisa;Primavera;A;103
Pantalón;Invierno;C;99
Falda;Primavera;A;78
Camisa;Otoño;A;116
Falda;Invierno;A;92
Pantalón;Otoño;C;29
Camisa;Verano;C;143
Blusa;Verano;C;77
Pantalón;Otoño;B;82
Pantalón;Verano;A;102
Chaqueta;Primavera;A;47
Chaqueta;Verano;A;61
Chaqueta;Otoño;A;6
Falda;Primavera;C;52
Falda;Primavera;B;129
Pantalón;Primavera;C;15
Pantalón;Invierno;A;75
Camisa;Invierno;B;190
Chaqueta;Invierno;C;27
Blusa;Verano;B;101
Falda;Verano;A;196
Pantalón;Invierno;A;175
Chaqueta;Verano;A;188
Camisa;Verano;B;137
Pantalón;Invierno;A;179
Pantalón;Otoño;A;168
Pantalón;Primavera;A;106
Blusa;Otoño;C;165
Chaqueta;Primavera;A;124
Pantalón;Primavera;C;29
Chaqueta;Verano;B;118
Chaqueta;Otoño;A;80
Blusa;Primavera;A;110
Falda;Otoño;B;146
Pantalón;Primavera;C;182
Chaqueta;Otoño;B;197
Chaqueta;Verano;A;148
Pantalón;Invierno;C;6
Pantalón;Primavera;A;133
Pantalón;Otoño;A;86
Pantalón;Invierno;A;83
Chaqueta;Primavera;B;33
Chaqueta;Otoño;B;165
Pantalón;Primavera;B;55
Pantalón;Otoño;C;96
Falda;Verano;A;121
Falda;Primavera;B;57
Blusa;Otoño;C;87
Pantalón;Otoño;C;167
Falda;Primavera;B;98
Chaqueta;Primavera;A;125
Falda;Invierno;C;197
Blusa;Invierno;B;67
Camisa;Otoño;A;133
Blusa;Otoño;A;111
Chaqueta;Primavera;C;189
Camisa;Primavera;C;99
Falda;Otoño;C;7
Falda;Verano;C;54
Falda;Otoño;A;106
Pantalón;Otoño;C;120
Pantalón;Verano;B;99
Blusa;Primavera;A;175
Camisa;Invierno;C;108
Falda;Primavera;C;65
Pantalón;Otoño;C;188
Camisa;Otoño;A;75
Camisa;Invierno;A;193
Falda;Otoño;B;24
Blusa;Primavera;C;83
Falda;Primavera;A;7
Falda;Primavera;A;106
Chaqueta;Primavera;C;45
Camisa;Invierno;B;116
Chaqueta;Invierno;B;104
Falda;Verano;B;128
Camisa;Verano;B;91
Falda;Otoño;A;41
Falda;Verano;C;180
Blusa;Otoño;B;187
Blusa;Verano;C;144
Camisa;Primavera;A;65
Pantalón;Invierno;B;148
Blusa;Verano;A;29
Chaqueta;Verano;A;21
Falda;Otoño;A;180
Pantalón;Otoño;C;80
Pantalón;Verano;A;4
Falda;Otoño;C;181
Blusa;Invierno;C;153
Pantalón;Verano;B;86
Falda;Verano;C;193
Falda;Invierno;A;13
Blusa;Verano;B;180
Falda;Invierno;B;35
Pantalón;Invierno;A;124
Chaqueta;Verano;B;155
Falda;Primavera;B;153
Chaqueta;Verano;C;22
Falda;Invierno;B;175
Pantalón;Invierno;A;44
Falda;Primavera;B;155
Pantalón;Primavera;B;125
Falda;Otoño;B;76
Camisa;Otoño;B;3
Chaqueta;Invierno;B;51
Pantalón;Verano;B;32
Blusa;Verano;B;99
Falda;Otoño;A;34
Chaqueta;Primavera;B;146
Camisa;Otoño;B;45
Blusa;Primavera;B;19
Camisa;Otoño;A;114
Pantalón;Otoño;A;16
Falda;Invierno;A;148
Chaqueta;Verano;A;152
Blusa;Primavera;A;124
Blusa;Verano;B;175
Falda;Invierno;A;6
Falda;Verano;C;21
Pantalón;Verano;B;177
Falda;Primavera;B;159
Blusa;Primavera;C;194
Pantalón;Otoño;A;121
Blusa;Invierno;C;72
Chaqueta;Invierno;C;73
Camisa;Verano;A;44
Blusa;Primavera;C;186
Pantalón;Invierno;C;70
Camisa;Verano;B;87
Chaqueta;Otoño;A;67
Chaqueta;Otoño;C;138
Camisa;Otoño;B;102
Chaqueta;Verano;B;43
Chaqueta;Invierno;C;4
Camisa;Primavera;B;102
Falda;Invierno;C;7
Camisa;Otoño;B;6
Falda;Verano;B;45
Chaqueta;Verano;C;57
Blusa;Otoño;B;179
Blusa;Primavera;A;125
Chaqueta;Verano;C;190
Blusa;Verano;B;127
Pantalón;Otoño;C;145
Chaqueta;Invierno;C;23
Camisa;Otoño;A;75
Camisa;Primavera;B;55
Falda;Otoño;B;56
Chaqueta;Verano;A;23
Chaqueta;Verano;B;97
Pantalón;Otoño;B;182
Chaqueta;Invierno;A;54
Falda;Primavera;B;119
Camisa;Verano;A;188
Pantalón;Invierno;C;90
Pantalón;Verano;C;170
Camisa;Verano;C;127
Blusa;Invierno;A;79
Falda;Verano;A;27
Pantalón;Primavera;C;174
Pantalón;Primavera;C;47
Pantalón;Primavera;B;101
Blusa;Primavera;A;156
Blusa;Invierno;B;111
Pantalón;Otoño;A;72
Pantalón;Verano;C;96
Camisa;Primavera;A;112
Pantalón;Invierno;C;171
Pantalón;Invierno;B;184
Blusa;Verano;C;168
Camisa;Verano;A;89
Camisa;Verano;C;82
Camisa;Otoño;A;68
Pantalón;Verano;C;119
Falda;Verano;A;183
Camisa;Invierno;B;110
Pantalón;Primavera;B;117
Blusa;Otoño;A;112
Camisa;Primavera;B;144
Falda;Verano;B;131
Falda;Invierno;C;121
Chaqueta;Otoño;C;175
Pantalón;Invierno;B;21
Pantalón;Invierno;A;192
Pantalón;Otoño;A;136
Chaqueta;Verano;C;67
Blusa;Otoño;B;192
Camisa;Primavera;A;18
Camisa;Otoño;B;4
Pantalón;Otoño;C;118
Blusa;Otoño;B;160
Camisa;Invierno;B;13
Pantalón;Otoño;C;130
Pantalón;Invierno;C;4
Camisa;Verano;A;49
Pantalón;Otoño;A;18
Blusa;Verano;A;110
Falda;Primavera;C;54
Camisa;Otoño;A;199
Camisa;Primavera;B;125
Pantalón;Verano;C;60
Falda;Otoño;A;173
Chaqueta;Otoño;A;158
Chaqueta;Otoño;B;157
Chaqueta;Verano;A;110
Chaqueta;Invierno;C;39
Chaqueta;Verano;C;69
Chaqueta;Invierno;A;193
Pantalón;Verano;A;160
Camisa;Otoño;C;164
Falda;Verano;C;132
Camisa;Invierno;B;75
Falda;Verano;A;105
Chaqueta;Invierno;C;67
Blusa;Otoño;B;185
Camisa;Otoño;A;148
Blusa;Primavera;C;47
Blusa;Otoño;C;186
Chaqueta;Verano;A;40
